id,car_type,fault,description,solution,category,difficulty
947,نيسان صني,ريحة بنزين في العربية,السواق لاحظ إن ريحة بنزين في العربية والعربية من نوع هيونداي إلنترا.,"افحص خرطوم البنزين، ممكن فيه تسريب صغير. متسوقش قبل ما تصلحه.",بنزين,صعب
948,سكودا أوكتافيا,ريحة بنزين في العربية,السواق لاحظ إن ريحة بنزين في العربية والعربية من نوع بيجو 301.,"افحص خرطوم البنزين، ممكن فيه تسريب صغير. متسوقش قبل ما تصلحه.",بنزين,صعب
949,بيجو 301,ريحة بنزين في العربية,السواق لاحظ إن ريحة بنزين في العربية والعربية من نوع هيونداي إلنترا.,"افحص خرطوم البنزين، ممكن فيه تسريب صغير. متسوقش قبل ما تصلحه.",بنزين,صعب
950,رينو لوجان,العربية بتقطع,السواق لاحظ إن العربية بتقطع والعربية من نوع نيسان صني.,ده غالبًا من فلتر البنزين مسدود أو طرمبة البنزين ضعيفة. جرب تغير الفلتر الأول.,بنزين,متوسط
951,رينو لوجان,صوت غريب من التكييف,السواق لاحظ إن صوت غريب من التكييف والعربية من نوع فورد فوكس.,ده ممكن من بلي الكومبروسر أو المروحة الداخلية. محتاج كشف عند كهربائي تكييف.,تكييف,متوسط
952,سكودا أوكتافيا,صوت غريب من التكييف,السواق لاحظ إن صوت غريب من التكييف والعربية من نوع كيا سيراتو.,ده ممكن من بلي الكومبروسر أو المروحة الداخلية. محتاج كشف عند كهربائي تكييف.,تكييف,صعب
953,ميتسوبيشي لانسر,الهوا بيطلع سخن,السواق لاحظ إن الهوا بيطلع سخن والعربية من نوع رينو لوجان.,"راجع الفريون، لو ناقص لازم يتشحن. لو تمام، ممكن الكومبروسر مش شغال كويس.",تكييف,سهل
954,بيجو 301,صوت غريب من التكييف,السواق لاحظ إن صوت غريب من التكييف والعربية من نوع سكودا أوكتافيا.,ده ممكن من بلي الكومبروسر أو المروحة الداخلية. محتاج كشف عند كهربائي تكييف.,تكييف,سهل
955,فورد فوكس,صوت غريب من التكييف,السواق لاحظ إن صوت غريب من التكييف والعربية من نوع شيفروليه أوبترا.,ده ممكن من بلي الكومبروسر أو المروحة الداخلية. محتاج كشف عند كهربائي تكييف.,تكييف,متوسط
956,هيونداي إلنترا,صوت غريب من التكييف,السواق لاحظ إن صوت غريب من التكييف والعربية من نوع سكودا أوكتافيا.,ده ممكن من بلي الكومبروسر أو المروحة الداخلية. محتاج كشف عند كهربائي تكييف.,تكييف,صعب
957,فورد فوكس,صوت غريب من التكييف,السواق لاحظ إن صوت غريب من التكييف والعربية من نوع هيونداي إلنترا.,ده ممكن من بلي الكومبروسر أو المروحة الداخلية. محتاج كشف عند كهربائي تكييف.,تكييف,متوسط
958,هيونداي إلنترا,الهوا بيطلع سخن,السواق لاحظ إن الهوا بيطلع سخن والعربية من نوع نيسان صني.,"راجع الفريون، لو ناقص لازم يتشحن. لو تمام، ممكن الكومبروسر مش شغال كويس.",تكييف,متوسط
959,رينو لوجان,الهوا بيطلع سخن,السواق لاحظ إن الهوا بيطلع سخن والعربية من نوع تويوتا كورولا.,"راجع الفريون، لو ناقص لازم يتشحن. لو تمام، ممكن الكومبروسر مش شغال كويس.",تكييف,صعب
960,ميتسوبيشي لانسر,صوت غريب من التكييف,السواق لاحظ إن صوت غريب من التكييف والعربية من نوع سكودا أوكتافيا.,ده ممكن من بلي الكومبروسر أو المروحة الداخلية. محتاج كشف عند كهربائي تكييف.,تكييف,متوسط
961,ميتسوبيشي لانسر,صوت غريب من التكييف,السواق لاحظ إن صوت غريب من التكييف والعربية من نوع بيجو 301.,ده ممكن من بلي الكومبروسر أو المروحة الداخلية. محتاج كشف عند كهربائي تكييف.,تكييف,متوسط
962,ميتسوبيشي لانسر,الهوا بيطلع سخن,السواق لاحظ إن الهوا بيطلع سخن والعربية من نوع رينو لوجان.,"راجع الفريون، لو ناقص لازم يتشحن. لو تمام، ممكن الكومبروسر مش شغال كويس.",تكييف,متوسط
963,كيا سيراتو,الهوا بيطلع سخن,السواق لاحظ إن الهوا بيطلع سخن والعربية من نوع رينو لوجان.,"راجع الفريون، لو ناقص لازم يتشحن. لو تمام، ممكن الكومبروسر مش شغال كويس.",تكييف,صعب
964,كيا سيراتو,صوت غريب من التكييف,السواق لاحظ إن صوت غريب من التكييف والعربية من نوع ميتسوبيشي لانسر.,ده ممكن من بلي الكومبروسر أو المروحة الداخلية. محتاج كشف عند كهربائي تكييف.,تكييف,سهل
965,فورد فوكس,صوت غريب من التكييف,السواق لاحظ إن صوت غريب من التكييف والعربية من نوع فورد فوكس.,ده ممكن من بلي الكومبروسر أو المروحة الداخلية. محتاج كشف عند كهربائي تكييف.,تكييف,متوسط
966,كيا سيراتو,صوت غريب من التكييف,السواق لاحظ إن صوت غريب من التكييف والعربية من نوع رينو لوجان.,ده ممكن من بلي الكومبروسر أو المروحة الداخلية. محتاج كشف عند كهربائي تكييف.,تكييف,سهل
967,سكودا أوكتافيا,الهوا بيطلع سخن,السواق لاحظ إن الهوا بيطلع سخن والعربية من نوع سكودا أوكتافيا.,"راجع الفريون، لو ناقص لازم يتشحن. لو تمام، ممكن الكومبروسر مش شغال كويس.",تكييف,سهل
968,فورد فوكس,صوت غريب من التكييف,السواق لاحظ إن صوت غريب من التكييف والعربية من نوع شيفروليه أوبترا.,ده ممكن من بلي الكومبروسر أو المروحة الداخلية. محتاج كشف عند كهربائي تكييف.,تكييف,سهل
969,شيفروليه أوبترا,صوت غريب من التكييف,السواق لاحظ إن صوت غريب من التكييف والعربية من نوع بيجو 301.,ده ممكن من بلي الكومبروسر أو المروحة الداخلية. محتاج كشف عند كهربائي تكييف.,تكييف,صعب
970,نيسان صني,صوت غريب من التكييف,السواق لاحظ إن صوت غريب من التكييف والعربية من نوع هيونداي إلنترا.,ده ممكن من بلي الكومبروسر أو المروحة الداخلية. محتاج كشف عند كهربائي تكييف.,تكييف,صعب
971,نيسان صني,الهوا بيطلع سخن,السواق لاحظ إن الهوا بيطلع سخن والعربية من نوع تويوتا كورولا.,"راجع الفريون، لو ناقص لازم يتشحن. لو تمام، ممكن الكومبروسر مش شغال كويس.",تكييف,سهل
